timestamp,source_ip,dest_ip,protocol,port,bytes,packets,duration,is_attack,pattern_type
2025-01-01 15:09:24.734389,200.6.97.170,192.168.112.45,TCP,80,1725,19,0.6705084648183012,0,normal
2025-01-01 20:42:42.734659,28.212.122.194,192.168.56.82,TCP,80,521,13,0.15594388342608428,0,normal
2025-01-01 02:44:48.734854,200.152.230.27,192.168.135.68,TCP,443,1104,8,1.1274657647202682,0,normal
2025-01-01 02:43:07.734983,197.159.155.63,192.168.204.17,TCP,80,1864,11,1.3562526327759759,0,normal
2025-01-01 00:33:39.735102,192.168.73.26,192.168.39.18,UDP,80,523,10,0.6670061446725493,0,normal
2024-12-31 22:02:16.735213,68.1.74.60,192.168.17.26,TCP,80,1942,19,1.2681445532435835,0,normal
2025-01-01 03:20:16.735322,193.88.125.68,192.168.170.138,TCP,80,1182,8,1.7229913502618455,0,normal
2024-12-31 22:53:40.735433,192.168.19.178,192.168.33.62,UDP,443,263,5,0.8800591281206755,0,normal
2025-01-01 12:56:49.735513,192.168.6.14,192.168.134.252,UDP,443,517,10,0.91374872359141,0,normal
2025-01-01 04:12:04.735598,192.168.63.215,192.168.89.165,TCP,123,518,2,0.8084727787936669,0,normal
2025-01-01 09:00:51.735695,192.168.39.29,192.168.75.152,UDP,80,913,2,0.6903517950452153,0,normal
2025-01-01 02:28:01.735784,192.168.181.99,192.168.70.17,UDP,443,1196,9,0.36316496895304917,0,normal
2025-01-01 14:08:30.735864,210.154.91.164,192.168.44.31,TCP,443,1913,16,0.5027041348992835,0,normal
2025-01-01 02:31:17.735956,37.14.241.221,192.168.178.162,TCP,443,1191,6,1.5580074286577767,0,normal
2025-01-01 19:00:19.736063,203.231.214.44,192.168.28.96,TCP,443,949,10,1.8257965449403668,0,normal
2025-01-01 18:32:30.736187,20.207.77.215,192.168.66.141,TCP,80,1516,8,0.703036222161516,0,normal
2024-12-31 22:52:44.736316,192.168.72.127,192.168.154.240,TCP,53,265,9,0.6802041667378068,0,normal
2025-01-01 04:43:46.736397,192.168.35.232,192.168.101.216,TCP,53,711,10,0.21954016531906528,0,normal
